"Time [s]","Moving1.Torque [mNewtonMeter]"
0.0999,0.178150342015849
0.10125,0.191778505957718
0.1026,0.206239835012625
0.10395,0.221538618092174
0.1053,0.237650761465086
0.10665,0.25461721498087
0.108,0.272435470392107
0.10935,0.291111331823172
0.1107,0.310626220568714
0.11205,0.33098220789225
0.1134,0.352163671720496
0.11475,0.374109453999806
0.1161,0.396847574247882
0.11745,0.420337699952157
0.1188,0.444510176058329
0.12015,0.469282322994883
0.1215,0.494649756409508
0.12285,0.520468649640625
0.1242,0.546715597669443
0.12555,0.573292203160548
0.1269,0.60007894002196
0.12825,0.626986147574227
0.1296,0.653876951266203
0.13095,0.680626219930586
0.1323,0.707128890733343
0.13365,0.733209500151335
0.135,0.758730348676679
0.13635,0.783544457964468
0.1377,0.807464886772714
0.13905,0.830352523123227
0.1404,0.852029595333048
0.14175,0.872330760750339
0.1431,0.891086020255106
0.14445,0.908141505074368
0.1458,0.923304725572095
0.14715,0.936429284444874
0.1485,0.947355425986712
0.14985,0.95593571519407
0.1512,0.96204118863696
0.15255,0.965558288212815
0.1539,0.966381732263524
0.15525,0.96442637877533
0.1566,0.959621763587528
0.15795,0.951919933473682
0.1593,0.941295515192917
0.16065,0.927757536772059
0.162,0.911352340815678
0.16335,0.892153703242865
0.1647,0.870268538891647
0.16605,0.845845707550131
0.1674,0.819054346295492
0.16875,0.790100066529666
0.1701,0.759215151105047
0.17145,0.726679125884249
0.1728,0.692820155838461
0.17415,0.65801564512521
0.1755,0.622664246960123
0.17685,0.587217174867942
0.1782,0.552169721571867
0.17955,0.518030879215712
0.1809,0.485336308131812
0.18225,0.454639337877115
0.1836,0.426475942101112
0.18495,0.401393847106309
0.1863,0.379947910025712
0.18765,0.36267884084946
0.189,0.350156419359569
0.19035,0.34290990214091
0.1917,0.341430696929187
0.19305,0.346160065148878
0.1944,0.357525648464302
0.19575,0.375849130477341
0.1971,0.401423319319166
0.19845,0.434440814816544
0.1998,0.474990410921593
0.20115,0.523044345226237
0.2025,0.578488675568595
0.20385,0.641122461078802
0.2052,0.710649461812055
0.20655,0.786689828936359
0.2079,0.868725987192672
0.209249999999999,0.956153006821356
0.210599999999999,1.04824144203421
0.211949999999999,1.14414231072888
0.213299999999999,1.24287953343638
0.214649999999999,1.34340113602253
0.215999999999999,1.44460002762638
0.217349999999999,1.5452907736189
0.218699999999999,1.64423124139681
0.220049999999999,1.74014823555168
0.221399999999999,1.83168548224702
0.222749999999999,1.91746055972065
0.224099999999999,1.9961154623306
0.225449999999999,2.06632077001882
0.226799999999999,2.12683698387154
0.228149999999999,2.17652833211442
0.229499999999999,2.21442598607389
0.230849999999999,2.23972741913057
0.232199999999999,2.25180300123976
0.233549999999999,2.25019657806706
0.234899999999999,2.23464681272353
0.236249999999999,2.20511435548226
0.237599999999999,2.16176457462777
0.238949999999999,2.10495635945621
0.240299999999999,2.03532830377691
0.241649999999999,1.95387791794879
0.242999999999999,1.86186255466422
0.244349999999999,1.76079620086188
0.245699999999999,1.65228594694228
0.247049999999999,1.53810120005943
0.248399999999999,1.42034142241445
0.249749999999999,1.30118030588467
0.251099999999999,1.18277315308053
0.252449999999999,1.06755697159247
0.253799999999999,0.958127248297392
0.255149999999999,0.857124503290517
0.256499999999999,0.76714200802271
0.257849999999999,0.690494167160568
0.259199999999999,0.629295352579491
0.260549999999999,0.585520195480329
0.261899999999999,0.560913123066074
0.263249999999999,0.556862747245397
0.264599999999999,0.574394750637658
0.265949999999999,0.614093000135433
0.267299999999999,0.676039501267285
0.268649999999999,0.759860559027029
0.269999999999999,0.864558021546292
0.271349999999999,0.988634035394265
0.272699999999999,1.13023981570741
0.27405,1.28719772256499
0.2754,1.4568271785272
0.27675,1.63598787708703
0.2781,1.82119151849805
0.27945,2.00873958255977
0.2808,2.19472914685109
0.28215,2.37511337825656
0.2835,2.54567956630895
0.28485,2.70227677761685
0.2862,2.84092836609317
0.28755,2.95783680198358
0.2889,3.04974911102646
0.29025,3.1139898649323
0.2916,3.14866661385712
0.29295,3.15251701414767
0.2943,3.12501003964903
0.29565,3.06642771207809
0.297,2.97778093776119
0.29835,2.86098844887298
0.2997,2.7185174579695
0.30105,2.55365705547441
0.3024,2.37074500850865
0.30375,2.17483196098152
0.3051,1.97106642485159
0.30645,1.76501626025255
0.3078,1.56251564204487
0.30915,1.36922793631407
0.3105,1.1912838509021
0.31185,1.0348779834471
0.3132,0.905479034168363
0.31455,0.807768447183774
0.3159,0.74578805816155
0.31725,0.722746044474526
0.3186,0.740644482224625
0.31995,0.800255972559477
0.3213,0.901156231327049
0.32265,1.04140461943835
0.324,1.21742732594114
0.32535,1.42486086939308
0.3267,1.65859099450511
0.32805,1.91222876087955
0.3294,2.17857600991311
0.33075,2.44984231132873
0.3321,2.71771822755794
0.33345,2.97370409347494
0.3348,3.20934958105745
0.33615,3.41640994333193
0.3375,3.58732979070766
0.33885,3.71567229175395
0.3402,3.79652675775729
0.34155,3.8266965784894
0.3429,3.80463587183351
0.34425,3.73041935022649
0.3456,3.60606210067584
0.34695,3.43550423069736
0.3483,3.22429626666941
0.349650000000001,2.97928066120422
0.351000000000001,2.70926170405574
0.352350000000001,2.42459094920204
0.353700000000001,2.13536998958373
0.355050000000001,1.85244014757186
0.356400000000001,1.58629925233831
0.357750000000001,1.34772914759833
0.359100000000001,1.14745785738318
0.360450000000001,0.994420273574987
0.361800000000001,0.895880367138777
0.363150000000001,0.857480998138796
0.364500000000001,0.882452462212662
0.365850000000001,0.971444269630748
0.367200000000001,1.1226240502888
0.368550000000001,1.33081657630985
0.369900000000001,1.58851460857738
0.371250000000001,1.88704519780335
0.372600000000001,2.21544152053224
0.373950000000001,2.56135658950148
0.375300000000001,2.91123422605383
0.376650000000001,3.25085479744344
0.378000000000001,3.56609070587346
0.379350000000001,3.84305719317806
0.380700000000001,4.06903750879248
0.382050000000001,4.23325540228889
0.383400000000001,4.32811955258751
0.384750000000001,4.34876604837834
0.386100000000001,4.29358997727025
0.387450000000001,4.16435238984177
0.388800000000001,3.96605818726932
0.390150000000001,3.70731575325126
0.391500000000001,3.39928633269115
0.392850000000001,3.05549785764639
0.394200000000001,2.6924565447407
0.395550000000001,2.32672259437
0.396900000000001,1.97517302413555
0.398250000000001,1.65435006416502
0.399600000000001,1.38085589761456
0.400950000000001,1.16972953820416
0.402300000000001,1.03261795538617
0.403650000000001,0.978229052631366
0.405000000000001,1.01140585493334
0.406350000000001,1.13250469713644
0.407700000000001,1.3372806379908
0.409050000000001,1.6160682071138
0.410400000000001,1.95653684365166
0.411750000000001,2.34343122947484
0.413100000000001,2.75866641152204
0.414450000000001,3.18219084275507
0.415800000000001,3.59282693646957
0.417150000000001,3.96962904359173
0.418500000000001,4.29226129318981
0.419850000000001,4.54234677590822
0.421200000000001,4.70590849735564
0.422550000000001,4.77352924860001
0.423900000000001,4.74081826654539
0.425250000000002,4.60872277538998
0.426600000000002,4.3835069943385
0.427950000000002,4.07709821796568
0.429300000000002,3.70583577952001
0.430650000000002,3.28961107333835
0.432000000000002,2.85233224090363
0.433350000000002,2.41807030658696
0.434700000000002,2.01081012660074
0.436050000000002,1.65399008638217
0.437400000000002,1.3702451145704
0.438750000000002,1.17785153682548
0.440100000000002,1.08998948907712
0.441450000000002,1.11448429880449
0.442800000000002,1.25220442703042
0.444150000000002,1.49682731488075
0.445500000000002,1.83413564931142
0.446850000000002,2.24612618068185
0.448200000000002,2.71003818651807
0.449550000000002,3.19982138652447
0.450900000000002,3.68660397698004
0.452250000000002,4.14143685352198
0.453600000000002,4.53586549284425
0.454950000000002,4.84371200757618
0.456300000000002,5.0446730091686
0.457650000000002,5.12556448204558
0.459000000000002,5.08034552157441
0.460350000000002,4.91086199251924
0.461700000000002,4.62716095473346
0.463050000000002,4.24720729259847
0.464400000000002,3.7948722604618
0.465750000000002,3.29935103404871
0.467100000000002,2.79358202572349
0.468450000000002,2.31006171526194
0.469800000000002,1.88018637479122
0.471150000000002,1.53446561971862
0.472500000000002,1.29858840252199
0.473850000000002,1.1906346132801
0.475200000000002,1.22100454724597
0.476550000000002,1.39030677639679
0.477900000000002,1.68838590169674
0.479250000000002,2.09494561570212
0.480600000000002,2.58442423953157
0.481950000000002,3.12506361001991
0.483300000000002,3.68072901357105
0.484650000000002,4.21343058147943
0.486000000000002,4.68561142487416
0.487350000000002,5.06161550283892
0.488700000000002,5.3129561107511
0.490050000000002,5.4208964718049
0.491400000000002,5.37659502311188
0.492750000000002,5.18215933355551
0.494100000000002,4.851126136632
0.495450000000002,4.40772238720184
0.496800000000002,3.8840122717126
0.498150000000002,3.31933864174175
0.499500000000002,2.75620611133855
0.500850000000002,2.23583321847261
0.502200000000002,1.79776788506999
0.503550000000002,1.4783404798985
0.504900000000002,1.30444974441832
0.506250000000002,1.29277975903721
0.507600000000002,1.44735717013884
0.508950000000002,1.75803276281907
0.510300000000002,2.20024477683338
0.511650000000002,2.74182793271768
0.513000000000002,3.34272338774946
0.514350000000002,3.95703083918733
0.515700000000002,4.53712358823289
0.517050000000002,5.0358344892188
0.518400000000002,5.4102708055672
0.519750000000002,5.62891797018142
0.521100000000002,5.67307738819759
0.522450000000002,5.53786122284381
0.523800000000002,5.23362421167611
0.525150000000002,4.78507664243388
0.526500000000002,4.22956883355604
0.527850000000002,3.61279804339473
0.529200000000002,2.98806325361107
0.530550000000002,2.40672593925877
0.531900000000002,1.91768644922711
0.533250000000002,1.56587726285571
0.534600000000002,1.38438878276526
0.535950000000001,1.39259303090112
0.537300000000001,1.59323488870178
0.538650000000001,1.96978260927261
0.540000000000001,2.48923234965051
0.541350000000001,3.10877772181019
0.542700000000001,3.77661014494755
0.544050000000001,4.43502522412069
0.545400000000001,5.02607597165139
0.546750000000001,5.49392540358202
0.548100000000001,5.79423253099709
0.549450000000001,5.89900334315137
0.550800000000001,5.79731657972774
0.552150000000001,5.49761403889169
0.553500000000001,5.02694278110826
0.554850000000001,4.42907470681485
0.556200000000001,3.75877121799453
0.557550000000001,3.08039281431033
0.558900000000001,2.45585743558994
0.560250000000001,1.94362461218171
0.561600000000001,1.59589301102567
0.562950000000001,1.44904087135416
0.564300000000001,1.5213623764863
0.565650000000001,1.80921146023015
0.567000000000001,2.28390275130414
0.568350000000001,2.90078772063484
0.569700000000001,3.60315581809884
0.571050000000001,4.32460328714784
0.5724,4.99594253564288
0.57375,5.54875037586088
0.5751,5.92487639078317
0.57645,6.08590118219842
0.5778,6.01425592058013
0.57915,5.71621543285185
0.5805,5.22141815564489
0.58185,4.58056068152631
0.5832,3.85857336353836
0.58455,3.13150573589531
0.5859,2.47224619326049
0.58725,1.94900234818622
0.5886,1.62040183833098
0.58995,1.52458852071449
0.5913,1.67631716756897
0.59265,2.06166150368086
0.594,2.63812109464757
0.59535,3.34713185143134
0.5967,4.11646161384924
0.59805,4.8656567208563
0.5994,5.51378908635689
0.60075,5.98639522104512
0.6021,6.23043916042048
0.60345,6.21796310827542
0.6048,5.94920802517548
0.60615,5.45322811279826
0.607499999999999,4.7854794671142
0.608849999999999,4.01995394808079
0.610199999999999,3.24449599393761
0.611549999999999,2.54406203384185
0.612899999999999,1.9973538079079
0.614249999999999,1.6708890322869
0.615599999999999,1.60616602908776
0.616949999999999,1.81560817077397
0.618299999999999,2.27578014979563
0.619649999999999,2.93224331704311
0.620999999999999,3.71256072226812
0.622349999999999,4.52925333177566
0.623699999999999,5.28916666098563
0.625049999999999,5.90017255943947
0.626399999999999,6.28654063366334
0.627749999999999,6.40151474307138
0.629099999999999,6.22995458774051
0.630449999999999,5.79157378080582
0.631799999999999,5.13916493586139
0.633149999999999,4.35130546043582
0.634499999999999,3.52529898637093
0.635849999999999,2.76060764560086
0.637199999999999,2.14842864800506
0.638549999999999,1.76818370451217
0.639899999999999,1.67137366925249
0.641249999999999,1.87552218073479
0.642599999999999,2.3559647042944
0.643949999999998,3.05084047842087
0.645299999999998,3.87705576611125
0.646649999999998,4.73431461314531
0.647999999999998,5.51668781101515
0.649349999999998,6.12077686985804
0.650699999999998,6.46658566261942
0.652049999999998,6.50873017036825
0.653399999999998,6.24048895323756
0.654749999999998,5.69592991395514
0.656099999999998,4.94611577574076
0.657449999999998,4.08878940052699
0.658799999999998,3.23801757794022
0.660149999999998,2.50205196589944
0.661499999999998,1.97869220248528
0.662849999999998,1.7424492647422
0.664199999999998,1.83043464260833
0.665549999999998,2.23465101278473
0.666899999999998,2.89740883793429
0.668249999999998,3.73217011815399
0.669599999999998,4.6308526505772
0.670949999999998,5.47485850051629
0.672299999999998,6.14627731451211
0.673649999999998,6.54927675061596
0.674999999999998,6.62744853294875
0.676349999999998,6.36864344928098
0.677699999999998,5.80813131779615
0.679049999999997,5.02429182351865
0.680399999999997,4.12688800835107
0.681749999999997,3.24343280042294
0.683099999999997,2.49429780301127
0.684449999999997,1.98652293835698
0.685799999999997,1.79776285072177
0.687149999999997,1.96121712105002
0.688499999999997,2.45534459073947
0.689849999999997,3.2056177649805
0.691199999999997,4.10827616055603
0.692549999999997,5.03739084219997
0.693899999999997,5.86029507141166
0.695249999999997,6.45168249821887
0.696599999999997,6.7228365052196
0.697949999999997,6.63259563963556
0.699299999999997,6.19317055715723
0.700649999999997,5.46982625712676
0.701999999999997,4.57035146488579
0.703349999999997,3.63117546584186
0.704699999999997,2.79055324930017
0.706049999999997,2.17259232683554
0.707399999999997,1.87601854247345
0.708749999999997,1.95230938135331
0.710099999999997,2.39407553515457
0.711449999999997,3.12899794994449
0.712799999999997,4.04758628860558
0.714149999999997,5.01386417330281
0.715499999999996,5.88173380628321
0.716849999999996,6.51132998068274
0.718199999999996,6.80212350675511
0.719549999999996,6.70741419031686
0.720899999999996,6.24092767378968
0.722249999999996,5.47645899580046
0.723599999999996,4.53519423153869
0.724949999999996,3.5687484812247
0.726299999999996,2.72733494031122
0.727649999999996,2.14405004332097
0.728999999999996,1.9185703094108
0.730349999999996,2.09442345240684
0.731699999999996,2.64451235714162
0.733049999999996,3.47509918614917
0.734399999999996,4.45621877825808
0.735749999999996,5.43291868123799
0.737099999999996,6.2453130398124
0.738449999999996,6.75379925959988
0.739799999999996,6.87315104311666
0.741149999999996,6.58213600567754
0.742499999999996,5.92888700309026
0.743849999999996,5.02316749192619
0.745199999999996,4.01824624512907
0.746549999999996,3.08294008774879
0.747899999999996,2.37012012586964
0.749249999999996,2.0050838994342
0.750599999999995,2.05728375977088
0.751949999999995,2.52280410244219
0.753299999999995,3.31557938220996
0.754649999999995,4.30275455665042
0.755999999999995,5.32016314871567
0.757349999999995,6.19391096766213
0.758699999999995,6.7658173871496
0.760049999999995,6.93457824194298
0.761399999999995,6.66920191105658
0.762749999999995,6.01593303777646
0.764099999999995,5.09075113463774
0.765449999999995,4.05874468424396
0.766799999999995,3.10275140804209
0.768149999999995,2.38759989594838
0.769499999999995,2.04592570561313
0.770849999999995,2.14706661732936
0.772199999999995,2.67643104818008
0.773549999999995,3.53152832083088
0.774899999999995,4.56220592234867
0.776249999999995,5.58732575282702
0.777599999999995,6.41967829096672
0.778949999999995,6.90088847124252
0.780299999999995,6.94136020136454
0.781649999999995,6.53224616967362
0.782999999999995,5.74959251895071
0.784349999999995,4.73962870559309
0.785699999999995,3.69292689525452
0.787049999999994,2.8007041535819
0.788399999999994,2.22833457357637
0.789749999999994,2.09103720815223
0.791099999999994,2.42309758492367
0.792449999999994,3.15685642054465
0.793799999999994,4.15113425395808
0.795149999999994,5.22336075632312
0.796499999999994,6.17263319743786
0.797849999999994,6.81024427049663
0.799199999999994,7.01112233562127
0.800549999999994,6.73495015103175
0.801899999999994,6.0351335465548
0.803249999999994,5.04910738175358
0.804599999999994,3.97148533002483
0.805949999999994,3.01131292336585
0.807299999999994,2.3524255396258
0.808649999999994,2.13148942562158
0.809999999999994,2.40144629305138
0.811349999999994,3.10579423603717
0.812699999999994,4.09997719814582
0.814049999999994,5.19246109052314
0.815399999999994,6.16928090266413
0.816749999999994,6.82762760908196
0.818099999999994,7.03216863061549
0.819449999999994,6.74000072914136
0.820799999999994,6.01047492751149
0.822149999999993,4.99369537255835
0.823499999999993,3.89993033713965
0.824849999999993,2.9502012900743
0.826199999999993,2.33579682042596
0.827549999999993,2.19141356428978
0.828899999999993,2.55610997498503
0.830249999999993,3.34737495996972
0.831599999999993,4.39889472019804
0.832949999999993,5.49845863311022
0.834299999999993,6.41802330721913
0.835649999999993,6.95698887596983
0.836999999999993,7.00010749397929
0.838349999999993,6.53692928758756
0.839699999999993,5.66690849842799
0.841049999999993,4.57702370896934
0.842399999999993,3.50238875136902
0.843749999999993,2.66635012559364
0.845099999999993,2.25052348073134
0.846449999999993,2.35482855725173
0.847799999999993,2.95985159504028
0.849149999999993,3.92437187276981
0.850499999999993,5.04407624287546
0.851849999999993,6.08107468650981
0.853199999999993,6.8027626843347
0.854549999999993,7.04693779811572
0.855899999999993,6.75827133867817
0.857249999999993,6.00083626861727
0.858599999999992,4.94465249130465
0.859949999999992,3.82759453206769
0.861299999999992,2.89420114440972
0.862649999999992,2.35057631942728
0.863999999999992,2.32858964286397
0.865349999999992,2.84058103892414
0.866699999999992,3.75943095753046
0.868049999999992,4.87998486133699
0.869399999999992,5.95505786425261
0.870749999999992,6.73590942219181
0.872099999999992,7.03916860686025
0.873449999999992,6.7938078495215
0.874799999999992,6.05636195010342
0.876149999999992,4.99930643093871
0.877499999999992,3.87029764067246
0.878849999999992,2.92685497275705
0.880199999999992,2.38532061476727
0.881549999999992,2.38252618407963
0.882899999999992,2.92597866362916
0.884249999999992,3.87549855077257
0.885599999999992,5.01103584947403
0.886949999999992,6.07154380336698
0.888299999999992,6.80034532153327
0.889649999999992,7.02029597067451
0.890999999999992,6.677421607262
0.892349999999992,5.85460296520619
0.893699999999992,4.75173189123223
0.895049999999991,3.63704877970747
0.896399999999991,2.77221239162023
0.897749999999991,2.36729698604897
0.899099999999991,2.53274017108226
0.900449999999991,3.2279899363444
0.901799999999991,4.27254106310929
0.903149999999991,5.41757536191451
0.904499999999991,6.38636826209735
0.905849999999991,6.93249804440664
0.907199999999991,6.91917474807947
0.908549999999991,6.34875739407509
0.909899999999991,5.36550943141572
0.911249999999991,4.21693880643136
0.912599999999991,3.18967299650877
0.913949999999991,2.53337921654444
0.915299999999991,2.4219488786684
0.916649999999991,2.89351002910867
0.917999999999991,3.81550061102026
0.919349999999991,4.95480372854943
0.920699999999991,6.02969842161276
0.922049999999991,6.76123132893641
0.923399999999991,6.95823014830471
0.924749999999991,6.56871431025555
0.926099999999991,5.69441212070907
0.927449999999991,4.5636981719669
0.928799999999991,3.47119066817556
0.93014999999999,2.69131245224818
0.93149999999999,2.43153398645176
0.93284999999999,2.77255932464386
0.93419999999999,3.61541563519219
0.93554999999999,4.73378319887657
0.93689999999999,5.84183283805967
0.93824999999999,6.64528165663859
0.93959999999999,6.92593912946834
0.94094999999999,6.6078831162624
0.94229999999999,5.77688671374362
0.94364999999999,4.65781859358551
0.94499999999999,3.55266718220941
0.94634999999999,2.74896543638607
0.94769999999999,2.46627830773682
0.94904999999999,2.79450640336396
0.95039999999999,3.63489155183497
0.95174999999999,4.75322551158793
0.95309999999999,5.85376887054244
0.95444999999999,6.63391277655667
0.95579999999999,6.87495790503302
0.95714999999999,6.5093731890589
0.95849999999999,5.63943149610731
0.95984999999999,4.50828138991785
0.96119999999999,3.43056311772085
0.96254999999999,2.69531996047996
0.96389999999999,2.51352559006653
0.96524999999999,2.94820959451
0.966599999999989,3.86276311307986
0.967949999999989,4.99901720606614
0.969299999999989,6.04566540558169
0.970649999999989,6.70186811767815
0.971999999999989,6.77880947860109
0.973349999999989,6.25366192765454
0.974699999999989,5.27874430087792
0.976049999999989,4.13486485084854
0.977399999999989,3.14703182242839
0.978749999999989,2.59022619449635
0.980099999999989,2.63711778501466
0.981449999999989,3.27798586798697
0.982799999999989,4.31029925100141
0.984149999999989,5.44076583223384
0.985499999999989,6.34505857982683
0.986849999999989,6.75239938375262
0.988199999999989,6.54235666250915
0.989549999999989,5.77709412861407
0.990899999999989,4.68489724953586
0.992249999999989,3.58992433061004
0.993599999999989,2.80545838059746
0.994949999999989,2.56700606884189
0.996299999999989,2.95950107409561
0.997649999999989,3.85061937513242
0.998999999999989,4.97047006009169
1.00034999999999,5.99251507688651
1.00169999999999,6.6045269099406
1.00304999999999,6.61954552167893
1.00439999999999,6.03243135080965
1.00574999999999,5.02411249388534
1.00709999999999,3.90339452298481
1.00844999999999,3.00478195920731
1.00979999999999,2.59769675976057
1.01114999999999,2.82211480184118
1.01249999999999,3.60149346776363
1.01384999999999,4.68400529903039
1.01519999999999,5.74501135087125
1.01654999999999,6.45467323753479
1.01789999999999,6.5889317356704
1.01924999999999,6.10514221818528
1.02059999999999,5.15701423581152
1.02194999999999,4.04319302122011
1.02329999999999,3.10838980840253
1.02464999999999,2.63788989359786
1.02599999999999,2.79486283585622
1.02734999999999,3.5253142473685
1.02869999999999,4.58250553868975
1.03004999999999,5.63974132233461
1.03139999999999,6.3601621259452
1.03274999999999,6.50965300179045
1.03409999999999,6.03952285207713
1.03544999999999,5.10346138453026
1.03679999999999,4.00466411906944
1.03814999999999,3.09234364190667
1.03949999999999,2.65322785776261
1.04084999999999,2.84518939992096
1.04219999999999,3.59832185367672
1.04354999999999,4.65303133778992
1.04489999999999,5.67433038339551
1.04624999999999,6.32596887970026
1.04759999999999,6.39086024261808
1.04894999999999,5.84709113225023
1.05029999999999,4.87712885666455
1.05164999999999,3.80394823483886
1.05299999999999,2.97455093767749
1.05434999999999,2.66087499460355
1.05569999999999,2.98353596736496
1.05704999999999,3.81826093244312
1.05839999999999,4.87797830818271
1.05974999999999,5.81636692005956
1.06109999999999,6.31269065114242
1.06244999999999,6.1981047246985
1.06379999999999,5.51165703327144
1.06514999999999,4.48936066003576
1.06649999999999,3.47932704096332
1.06784999999999,2.81244947113875
1.06919999999999,2.72308441531403
1.07054999999999,3.2510506564262
1.07189999999999,4.19131761482496
1.07324999999999,5.22378695514464
1.07459999999999,5.99729384657651
1.07594999999999,6.23917126970324
1.07729999999999,5.86490295503735
1.07864999999999,5.00714267831879
1.07999999999999,3.96662690486593
1.08134999999999,3.10145869673453
1.08269999999999,2.7052000725931
1.08404999999999,2.93337789100179
1.08539999999999,3.69262394591681
1.08674999999999,4.70214415274361
1.08809999999999,5.61473420355857
1.08944999999999,6.10322090640605
1.09079999999999,5.99271305426705
1.09214999999999,5.32296268952021
1.09349999999999,4.33621525934044
1.09484999999999,3.38510174404704
1.09619999999999,2.79671795248766
1.09754999999999,2.79230758890843
1.09889999999999,3.37683088657013
1.10024999999999,4.31474234108571
1.10159999999999,5.27304469736421
1.10294999999999,5.90541570623355
1.10429999999999,5.97842146111516
1.10564999999999,5.46513171030815
1.10699999999999,4.55628417484081
1.10834999999999,3.58633650704163
1.10969999999999,2.89943235133068
1.11104999999999,2.74974757271269
1.11239999999999,3.20469899628056
1.11374999999999,4.06963723221787
1.11509999999999,5.02479295147134
1.11644999999999,5.72044357494397
1.11779999999999,5.89305075490456
1.11914999999999,5.4778343174163
1.12049999999999,4.63305072595476
1.12184999999999,3.6771547005645
1.12319999999999,2.95986360583769
1.12454999999999,2.74822702545117
1.12589999999999,3.13708342499701
1.12724999999998,3.95338664692551
1.12859999999998,4.88479961454722
1.12994999999998,5.58350310205165
1.13129999999998,5.77869970613738
1.13264999999998,5.39552198689327
1.13399999999998,4.5835185340858
1.13534999999998,3.65588583731339
1.13669999999998,2.96008790516693
1.13804999999998,2.76094334996875
1.13939999999998,3.15006905220008
1.14074999999998,3.94975214347513
1.14209999999998,4.84746919254333
1.14344999999998,5.49976171610772
1.14479999999998,5.64822236843806
1.14614999999998,5.23467836081053
1.14749999999998,4.42399830724682
1.14884999999998,3.53595532087516
1.15019999999998,2.90852105498133
1.15154999999998,2.78988249691442
1.15289999999998,3.23776464152591
1.15424999999998,4.04566618398051
1.15559999999998,4.89512820018837
1.15694999999998,5.45143398343218
1.15829999999998,5.48989843311683
1.15964999999998,4.99516160214613
1.16099999999998,4.16852331388119
1.16234999999998,3.34228698015032
1.16369999999998,2.83465297836449
1.16504999999998,2.85986966939252
1.16639999999998,3.4068324172362
1.16774999999998,4.22787546746516
1.16909999999998,4.99765997517905
1.17044999999998,5.40330124030324
1.17179999999998,5.27880449464129
1.17314999999998,4.6759181850542
1.17449999999998,3.84363989699859
1.17584999999998,3.11999143974318
1.17719999999998,2.79056647243521
1.17854999999998,3.00882725238781
1.17989999999998,3.66523461179655
1.18124999999998,4.47674521751702
1.18259999999998,5.11634364579345
1.18394999999998,5.31525019164589
1.18529999999998,4.99070784389067
1.18664999999998,4.28055485773723
1.18799999999998,3.48303443967943
1.18934999999998,2.9215990253324
1.19069999999998,2.8340983154536
1.19204999999998,3.2667061890296
1.19339999999998,4.00740485063325
1.19474999999998,4.74906633368813
1.19609999999998,5.17987878793751
1.19744999999998,5.11584176706796
1.19879999999998,4.58470221982772
1.20014999999998,3.81529652662147
1.20149999999998,3.1335874037951
1.20284999999998,2.8199056465277
1.20419999999998,3.02694849517216
1.20554999999998,3.64421793916648
1.20689999999998,4.39550129338913
1.20824999999998,4.96577144866626
1.20959999999998,5.10557487837624
1.21094999999998,4.75428756231639
1.21229999999998,4.06623275225954
1.21364999999998,3.34266803397064
1.21499999999998,2.88653853780071
1.21634999999998,2.90780191614379
1.21769999999998,3.39391211023468
1.21904999999998,4.10607800855876
1.22039999999998,4.74103429415778
1.22174999999998,5.01720381734162
1.22309999999998,4.81212706285588
1.22444999999998,4.2184640338749
1.22579999999998,3.50103915368566
1.22714999999998,2.97092410919832
