"Time [s]","Moving1.Speed [rpm]"
3.83399999999993,3.28842567797943
3.83534999999993,3.29302873025683
3.83669999999993,3.29612038292886
3.83804999999993,3.29828121464941
3.83939999999993,3.30103334130046
3.84074999999993,3.30516165063971
3.84209999999993,3.31044407754599
3.84344999999993,3.31581613816
3.84479999999993,3.3201938864796
3.84614999999993,3.32301288430774
3.84749999999993,3.32498055381315
3.84884999999993,3.32760087523708
3.85019999999993,3.33160000234718
3.85154999999993,3.33675870405805
3.85289999999993,3.34191299023333
3.85424999999993,3.3460968563102
3.85559999999993,3.34867019082261
3.85694999999993,3.35048738968409
3.85829999999993,3.35303471575358
3.85964999999993,3.3568685779405
3.86099999999993,3.36193143043264
3.86234999999993,3.36694135888766
3.86369999999993,3.37088268055673
3.86504999999993,3.37319043682626
3.86639999999993,3.37485425585375
3.86774999999993,3.37724599982802
3.86909999999993,3.38095886061701
3.87044999999993,3.38592556263102
3.87179999999993,3.39078997308657
3.87314999999993,3.39449373408752
3.87449999999993,3.39659277722758
3.87584999999993,3.39817567971007
3.87719999999993,3.40058602514486
3.87854999999993,3.40428917377166
3.87989999999993,3.40909173002507
3.88124999999993,3.4138238236267
3.88259999999993,3.41727550120668
3.88394999999992,3.4191879932508
3.88529999999992,3.4207583303643
3.88664999999992,3.42315616673325
3.88799999999992,3.42687751024483
3.88934999999992,3.43153728509352
3.89069999999992,3.43609998956289
3.89204999999992,3.43935678816525
3.89339999999992,3.44119238030011
3.89474999999992,3.44276870172605
3.89609999999992,3.44521321088286
3.89744999999992,3.4489682544158
3.89879999999992,3.45357445603604
3.90014999999992,3.45795682821648
3.90149999999992,3.46100229090234
3.90284999999992,3.46271918088799
3.90419999999992,3.46425030728822
3.90554999999992,3.46669021455273
3.90689999999992,3.47047593411242
3.90824999999992,3.47498113509009
3.90959999999992,3.47926362744907
3.91094999999992,3.48213295284999
3.91229999999992,3.48374868644606
3.91364999999992,3.48529337473639
3.91499999999992,3.48770051504454
3.91634999999992,3.49151233270581
3.91769999999992,3.4959970616629
3.91904999999992,3.50012580918094
3.92039999999992,3.5027834376071
3.92174999999992,3.50428545287895
3.92309999999992,3.50577605131232
3.92444999999992,3.50820439849389
3.92579999999992,3.51207310810755
3.92714999999992,3.5165369294738
3.92849999999992,3.52052604424541
3.92984999999992,3.52302336650165
3.93119999999992,3.5244800134512
3.93254999999992,3.52604233337023
3.93389999999992,3.52861903401301
3.93524999999992,3.53251210389425
3.93659999999992,3.53699434004616
3.93794999999992,3.54075804161864
3.93929999999992,3.54300133367583
3.94064999999992,3.54433847531857
3.94199999999992,3.54592419237518
3.94334999999992,3.54863521497287
3.94469999999992,3.55258527207299
3.94604999999992,3.55704691704926
3.94739999999992,3.56064891565084
3.94874999999992,3.56275844469668
3.95009999999992,3.56411149835857
3.95144999999992,3.56583151546977
3.95279999999992,3.56870222746958
3.95414999999992,3.57278516629309
3.95549999999992,3.57715976290602
3.95684999999992,3.58053013878003
3.95819999999992,3.58245742618457
3.95954999999992,3.58374597590697
3.96089999999992,3.5855307207946
3.96224999999992,3.58853136741364
3.96359999999992,3.59258451437131
3.96494999999992,3.59689298558665
3.96629999999992,3.60007416894512
3.96764999999992,3.60187387568086
3.96899999999992,3.60319927117671
3.97034999999992,3.60510142589213
3.97169999999992,3.60827855302499
3.97304999999992,3.61240128499395
3.97439999999992,3.61661220539083
3.97574999999992,3.61958444040195
3.97709999999992,3.62128945358163
3.97844999999992,3.62267703759896
3.97979999999992,3.62475635914873
3.98114999999992,3.62809533660376
3.98249999999992,3.63230855256898
3.98384999999992,3.63637083658554
3.98519999999992,3.6391668290919
3.98654999999992,3.640818416819
3.98789999999992,3.642285484703
3.98924999999992,3.64451381420134
3.99059999999992,3.64794801614693
3.99194999999992,3.65221907625568
3.99329999999992,3.65611173737226
3.99464999999992,3.65871455387885
3.99599999999992,3.66026855405172
3.99734999999992,3.66176783534278
3.99869999999992,3.66413889744838
4.00004999999992,3.66768507682915
4.00139999999992,3.67196981108784
4.00274999999992,3.67572317094217
4.00409999999992,3.67815234640687
4.00544999999992,3.67963587207532
4.00679999999992,3.6812330027419
4.00814999999992,3.68370279236133
4.00949999999992,3.68740990387181
4.01084999999992,3.69164604637869
4.01219999999993,3.69523803444722
4.01354999999993,3.69752334716907
4.01489999999993,3.69900544910165
4.01624999999993,3.70069324374353
4.01759999999993,3.70336826362952
4.01894999999993,3.70713040553697
4.02029999999993,3.71135626388876
4.02164999999993,3.71479253174788
4.02299999999993,3.71699077449571
4.02434999999993,3.71853796297823
4.02569999999993,3.72041590454482
4.02704999999993,3.72330805437139
4.02839999999993,3.72715426461565
4.02974999999993,3.73134167754715
4.03109999999993,3.73464991346006
4.03244999999993,3.73684096679943
4.03379999999993,3.73855146831476
4.03514999999993,3.74065851719558
4.03649999999993,3.74373447910292
4.03784999999993,3.74769330432064
4.03919999999993,3.75176169712205
4.04054999999993,3.75495560401377
4.04189999999993,3.75713760481232
4.04324999999993,3.75896738597477
4.04459999999994,3.76125535079828
4.04594999999994,3.76445325555592
4.04729999999994,3.76849788380982
4.04864999999994,3.77246664952353
4.04999999999994,3.77557724130546
4.05134999999994,3.77781708225438
4.05269999999994,3.77984154271935
4.05404999999994,3.7823533240382
4.05539999999994,3.78570205004963
4.05674999999994,3.78976789116772
4.05809999999994,3.79363812782668
4.05944999999994,3.7966636358061
4.06079999999994,3.79894736670562
4.06214999999994,3.80111595830411
4.06349999999994,3.80376091545128
4.06484999999994,3.80726681434267
4.06619999999994,3.8112955823782
4.06754999999994,3.81508044356333
4.06889999999994,3.81804698996963
4.07024999999994,3.82038057907116
4.07159999999994,3.82268706199011
4.07294999999994,3.82552778171801
4.07429999999994,3.82910050093329
4.07564999999994,3.83311810155158
4.07699999999994,3.8367695115877
4.07834999999995,3.83966073025299
4.07969999999995,3.84203325393718
4.08104999999995,3.84449655610165
4.08239999999995,3.84750564357219
4.08374999999995,3.85113604119039
4.08509999999995,3.85511165201819
4.08644999999995,3.85865203520624
4.08779999999995,3.86152430375249
4.08914999999995,3.86402672415238
4.09049999999995,3.86667249463256
4.09184999999995,3.86984157966586
4.09319999999995,3.87354085553589
4.09454999999995,3.87739024953203
4.09589999999995,3.88080644367986
4.09724999999995,3.88364710860257
4.09859999999995,3.88620998581925
4.09994999999995,3.88896015497356
4.10129999999995,3.89216816691706
4.10264999999995,3.89588080707533
4.10399999999995,3.89961554382286
4.10534999999995,3.9029268489434
4.10669999999995,3.90576729899631
4.10804999999995,3.90843026454019
4.10939999999995,3.91126814081376
4.11074999999996,3.91450924909207
4.11209999999996,3.91819886867368
4.11344999999996,3.92181448360762
4.11479999999996,3.92502498231934
4.11614999999996,3.92787910693219
4.11749999999996,3.93063465046103
4.11884999999996,3.93351415967145
4.12019999999996,3.93679239499036
4.12154999999996,3.94040295175592
4.12289999999996,3.94393600264466
4.12424999999996,3.94713763200557
4.12559999999996,3.9500421514512
4.12694999999996,3.95287994555609
4.12829999999996,3.95585881017963
4.12964999999996,3.9591348700754
4.13099999999996,3.9626716095985
4.13234999999996,3.96613468878811
4.13369999999996,3.96935717487428
4.13504999999996,3.97234146676047
4.13639999999996,3.97526104094338
4.13774999999996,3.97829443777125
4.13909999999996,3.98154135389367
4.14044999999996,3.98504187882117
4.14179999999996,3.98847140534544
4.14314999999996,3.99172129137471
4.14449999999997,3.99477325884342
4.14584999999997,3.99774418773382
4.14719999999997,4.00076053516313
4.14854999999997,4.00399947801104
4.14989999999997,4.00743656224244
4.15124999999997,4.01085180378211
4.15259999999997,4.01411542883061
4.15394999999997,4.01714520698271
4.15529999999997,4.02008918186411
4.15664999999997,4.0230861111084
4.15799999999997,4.0263221234897
4.15934999999997,4.02970690033307
4.16069999999997,4.0330713890323
4.16204999999997,4.03629212143968
4.16339999999997,4.03936648920404
4.16474999999997,4.04230313358983
4.16609999999997,4.0452614951716
4.16744999999997,4.04848695536542
4.16879999999997,4.05184507042184
4.17014999999997,4.05520834949402
4.17149999999997,4.05854550681695
4.17284999999997,4.0617153532114
4.17419999999997,4.06472518786923
4.17554999999997,4.06772676989719
4.17689999999997,4.07093006298172
4.17824999999998,4.0742996641808
4.17959999999998,4.07773642435117
4.18094999999998,4.08113818119531
4.18229999999998,4.08441483371757
4.18364999999998,4.0875056694576
4.18499999999998,4.0905553036127
4.18634999999998,4.09377917073262
4.18769999999998,4.09718518745577
4.18904999999998,4.1006823496876
4.19039999999998,4.10414839260237
4.19174999999998,4.10747794946245
4.19309999999998,4.11061669118696
4.19444999999998,4.11371010036688
4.19579999999998,4.11699622553053
4.19714999999998,4.12041997430545
4.19849999999998,4.12389251918168
4.19984999999998,4.12736121159908
4.20119999999998,4.1306695025819
4.20254999999998,4.13382148543217
4.20389999999998,4.13698749637157
4.20524999999998,4.14031092932982
4.20659999999998,4.14376901720901
4.20794999999998,4.14726896547413
4.20929999999998,4.15072356961136
4.21064999999999,4.15398494287993
4.21199999999999,4.15711024791318
4.21334999999999,4.16024482657888
4.21469999999999,4.1635824975539
4.21604999999999,4.16705212868337
4.21739999999999,4.17052611930858
4.21874999999999,4.17389255366421
4.22009999999999,4.17700327987141
4.22144999999999,4.17997214044781
4.22279999999999,4.18308122960884
4.22414999999999,4.18646924185403
4.22549999999999,4.18997565235047
4.22684999999999,4.19346148128247
4.22819999999999,4.19673175280621
4.22954999999999,4.19969836574339
4.23089999999999,4.20255926213028
4.23224999999999,4.20565759067988
4.23359999999999,4.20910924688893
4.23494999999999,4.21266078892562
4.23629999999999,4.2160846874917
4.23764999999999,4.21920555071
4.23899999999999,4.22203396059115
4.24034999999999,4.22483058773862
4.24169999999999,4.2279647117892
4.24304999999999,4.23149288321508
4.2444,4.2350859397654
4.24575,4.23845081943503
4.2471,4.24141942848942
4.24845,4.24411501204587
4.2498,4.24686555701153
4.25115,4.25006959069816
4.2525,4.2536569016064
4.25385,4.25724994941492
4.2552,4.26054095108701
4.25655,4.26331905862509
4.2579,4.26586593077721
4.25925,4.26858392170037
4.2606,4.27183276521416
4.26195,4.27548813441613
4.2633,4.27909140007491
4.26465,4.28228709720827
4.266,4.28492110103958
4.26735,4.2873296549186
4.2687,4.29003634660278
4.27005,4.29335070069064
4.2714,4.29706017518152
4.27275,4.30063254624998
4.2741,4.30372305804078
4.27545,4.30625412294375
4.27680000000001,4.30861557486665
4.27815000000001,4.31141458502243
4.27950000000001,4.31482014160509
4.28085000000001,4.31853415252577
4.28220000000001,4.32206159439932
4.28355000000001,4.32505159769315
4.28490000000001,4.32751744688381
4.28625000000001,4.32992282462433
4.28760000000001,4.33279924289015
4.28895000000001,4.33632214458864
4.29030000000001,4.34006357232869
4.29165000000001,4.34354896085286
4.29300000000001,4.34648835461077
4.29435000000001,4.34897676062055
4.29570000000001,4.35145964509952
4.29705000000001,4.35447664356271
4.29840000000001,4.35807531490155
4.29975000000001,4.36181661870066
